iter	RMSE
458	0.2171420953
459	0.2166481154
460	0.2162596044
461	0.216158363
462	0.2158468042
463	0.2152757523
464	0.2147918121
465	0.2145921632
466	0.2140578518
467	0.2137351179
468	0.2132501694
469	0.2127964187
470	0.2122886009
471	0.2121811075
472	0.2119504209
473	0.2114763786
474	0.2109956781
475	0.2108082895
476	0.2103030348
477	0.2099266476
478	0.2096241765
479	0.2094087038
480	0.2089194538
481	0.2085230215
482	0.208034718
483	0.2077018521
484	0.2074878064
485	0.2073369051
486	0.2069155344
487	0.2064292574
488	0.205953252
489	0.205410524
490	0.2050299483
491	0.2049445373
492	0.2048537059
493	0.2044955597
494	0.2041027769
495	0.2037141269
496	0.2035177823
497	0.2030374032
498	0.2026682175
499	0.2022402635
500	0.2018013792
501	0.2015013124
502	0.2011829106
503	0.2007659212
504	0.2005733206
505	0.1999345559
506	0.1998314372
507	0.1994914356
508	0.1991513324
509	0.1989786199
510	0.1988752293
511	0.1985141601
512	0.1982163896
513	0.1978164869
514	0.1974364428
515	0.1969708139
516	0.1967067915
517	0.1965526824
518	0.1960447241
519	0.195491501
520	0.1951112419
521	0.1945849249
522	0.1943913242
523	0.1940706284
524	0.193744345
525	0.1933802038
526	0.1929157052
527	0.1924292933
528	0.1923167114
529	0.1918860665
530	0.191388305
531	0.1911070527
532	0.190974927
533	0.1906869647
534	0.1905234751
535	0.1903686749
536	0.1899560737
537	0.1896202714
538	0.1891673556
539	0.1889109086
540	0.1887857009
541	0.1885193788
542	0.1882013921
543	0.1880761566
544	0.1875886733
545	0.1874738323
546	0.1872235978
547	0.1869979875
548	0.1868020976
549	0.1863559951
550	0.186002485
551	0.1856041125
552	0.1851731101
553	0.1849900493
554	0.1846276042
555	0.1842864073
556	0.1839180865
557	0.1837623991
558	0.1834947112
559	0.1831339086
560	0.1828364033
561	0.1826727569
562	0.1825371729
563	0.1824502159
564	0.182290075
565	0.1822047432
566	0.1817746681
567	0.1815199495
568	0.1811820706
569	0.1807525974
570	0.180538593
571	0.1802166772
572	0.1799203176
573	0.1797766735
574	0.1792369117
575	0.1789712007
576	0.1788416388
577	0.1787817936
578	0.1783451213
579	0.1779471517
580	0.1776863821
581	0.1775490172
582	0.177170253
583	0.1770104006
584	0.1767415591
585	0.1765466154
586	0.1763002059
587	0.1761952367
588	0.1760585104
589	0.1759427877
590	0.1756718981
591	0.1754010352
592	0.1750994821
593	0.1748481233
594	0.1743585776
595	0.1741196097
596	0.1738003802
597	0.1735118537
598	0.1734159778
599	0.1732441521
600	0.1728646919
601	0.1727235076
602	0.1725706114
603	0.1721248282
604	0.171919154
605	0.1715836471
606	0.1712562411
607	0.1710091008
608	0.1706391218
609	0.170385502
610	0.1702715061
611	0.1700515522
612	0.1698984296
613	0.1697030477
614	0.1695889152
615	0.1692614869
616	0.1691157716
617	0.1687871614
618	0.1685920304
619	0.1682894618
620	0.1677808325
621	0.167536146
622	0.1674490112
623	0.1672177039
624	0.1670995084
625	0.1670372851
626	0.1668159807
627	0.1666297901
628	0.1663329178
629	0.16612416
630	0.1660099596
631	0.1657116144
632	0.1655465899
633	0.165412192
634	0.1650541487
635	0.1647519959
636	0.1645108632
637	0.1644102153
638	0.1639102572
639	0.1634671272
640	0.1631030145
641	0.1626218357
642	0.1622614277
643	0.1617477464
644	0.1614984375
645	0.1611941136
646	0.1609458278
647	0.1608094981
648	0.1606112541
649	0.1604106987
650	0.1602238892
651	0.1601625067
652	0.1598941117
653	0.159787555
654	0.1595576858
655	0.1594488201
656	0.1592917733
657	0.1590093288
658	0.1587223221
659	0.1585220732
660	0.1581002333
661	0.1577952265
662	0.157554358
663	0.1574105871
664	0.1572119338
665	0.1570433699
666	0.1567744161
667	0.156565126
668	0.156216896
669	0.1559753143
670	0.1557902339
671	0.1556912736
672	0.155605064
673	0.155246757
674	0.1548604611
675	0.1546740866
676	0.154579231
677	0.1544342402
678	0.1541878053
679	0.153862762
680	0.1536832601
681	0.1533825499
682	0.1530967286
683	0.1528982418
684	0.1527288721
685	0.1525007518
686	0.1524675569
687	0.152231963
688	0.151901403
689	0.1515880337
690	0.1515245371
691	0.1512727021
692	0.151159002
693	0.1510228694
694	0.1508157171
695	0.1504947725
696	0.1502221368
697	0.1501562315
698	0.1498972409
699	0.149524117
700	0.1491689792
701	0.1488418679
702	0.1485995273
703	0.1484423841
704	0.1481345796
705	0.1480326623
706	0.1477074591
707	0.1474654532
708	0.1470198375
709	0.1467598351
710	0.146688948
711	0.1464350997
712	0.1463265236
713	0.1460515416
714	0.1459201574
715	0.1456333802
716	0.1456234044
717	0.1452201525
718	0.1449707007
719	0.1448271848
720	0.1445201632
721	0.1442946836
722	0.1441624354
723	0.1439182768
724	0.1437695877
725	0.1435375569
726	0.1432845811
727	0.1431683564
728	0.1429152556
729	0.1427255091
730	0.1425763868
731	0.1424383735
732	0.142354988
733	0.1422397573
734	0.1420764137
735	0.1419251283
736	0.141786865
737	0.1416915027
738	0.1414314662
739	0.1411239964
740	0.1409751503
741	0.1407598388
742	0.1404910793
743	0.1402762632
744	0.1399992509
745	0.1397576536
746	0.1395371491
747	0.1393029594
748	0.1390972823
749	0.138788453
750	0.1386056135
751	0.1384885064
752	0.1382171687
753	0.1380470889
754	0.1379017536
755	0.1377699939
756	0.1375285061
757	0.1373848978
758	0.137217642
759	0.1370465695
760	0.1368441886
761	0.1366924324
762	0.1366071382
763	0.1364661487
764	0.1363169703
765	0.1360980923
766	0.135856349
767	0.1356390324
768	0.1354279718
769	0.1352362782
770	0.1351250088
771	0.1349127445
772	0.1348705036
773	0.1347866013
774	0.1346815283
775	0.1345770061
776	0.1344894199
777	0.1344329239
778	0.1342645785
779	0.1340139382
780	0.1338791915
781	0.133755055
782	0.1336758067
783	0.1336032084
784	0.1334712634
785	0.1334072367
786	0.1332112038
787	0.1330089151
788	0.1328360571
789	0.1326573775
790	0.1324394063
791	0.132235698
792	0.1320499864
793	0.1319560523
794	0.1318050429
795	0.1317117405
796	0.1314463414
797	0.1313281184
798	0.131138406
799	0.1310419015
800	0.1309213065
801	0.130808151
802	0.1305194791
803	0.1304201789
804	0.1303181365
805	0.1302013779
806	0.1299213883
807	0.1298087782
808	0.1297190093
809	0.129603747
810	0.1294458586
811	0.1293061056
812	0.129164426
813	0.1290061146
814	0.1287285331
815	0.1285734373
816	0.1284437342
817	0.1282935358
818	0.1281564836
819	0.128018505
820	0.1277859626
821	0.1277529553
822	0.1275952235
823	0.1275012782
824	0.1272197261
825	0.1269826813
826	0.1269278408
827	0.1268410234
828	0.1267617687
829	0.1266664685
830	0.1263779955
831	0.1261738941
832	0.1261007598
833	0.1259343645
834	0.1257352853
835	0.1255110256
836	0.1254130131
837	0.1253242009
838	0.1251895054
839	0.1250608476
840	0.1248707344
841	0.1247312441
842	0.1245091351
843	0.1242909563
844	0.1241069917
845	0.1239887056
846	0.1237308873
847	0.1234839165
848	0.1233188194
849	0.1231695965
850	0.1230284213
851	0.1229827213
852	0.1228129173
853	0.122731738
854	0.1225393462
855	0.1223490325
856	0.1221598708
857	0.1219662361
858	0.1217613376
859	0.121521258
860	0.1214586696
861	0.1212567033
862	0.1212043053
863	0.121165219
864	0.1211314847
865	0.1209709406
866	0.1207532599
867	0.1205404358
868	0.1203535863
869	0.120174423
870	0.1200579302
871	0.1198824545
872	0.1197916515
873	0.1196173918
874	0.1194971615
875	0.1194282351
876	0.1193486007
877	0.1192408038
878	0.1191320817
879	0.1189244922
880	0.1187481827
881	0.118633113
882	0.1183961931
883	0.1182452318
884	0.1181345779
885	0.1179246422
886	0.1177871658
887	0.1176362478
888	0.1175101734
889	0.1174452568
890	0.117321691
891	0.1172572255
892	0.1171544025
893	0.1170527969
894	0.1168954693
895	0.1168669997
896	0.1168023031
897	0.1166328594
898	0.1164894032
899	0.1164129547
900	0.1162363692
901	0.1161307107
902	0.1159877356
903	0.115830519
904	0.1156694853
905	0.115554228
906	0.1154516117
907	0.1153650512
908	0.1152117587
909	0.1151288736
910	0.1150262527
911	0.1150032874
912	0.1149152832
913	0.1147838156
914	0.1147486581
915	0.1146040688
916	0.114579369
917	0.1145645591
918	0.1144924591
919	0.1143293026
920	0.1142584778
921	0.1141787472
922	0.114051245
923	0.1139010114
924	0.1137854994
925	0.1136501814
926	0.1135222908
927	0.1134308674
928	0.1131708077
929	0.1130610556
930	0.1129694891
931	0.1129050287
932	0.1127927372
933	0.11273234
934	0.1127037377
935	0.112577837
936	0.1124844745
937	0.1124038086
938	0.1122786162
939	0.1122314942
940	0.1121224098
941	0.1120561945
942	0.1119770159
943	0.1118207033
944	0.1116282832
945	0.1114759208
946	0.1113535931
947	0.1112892463
948	0.1112032604
949	0.1110977987
950	0.1110388056
951	0.1109195196
952	0.1108232286
953	0.1107315408
954	0.1106263442
955	0.110502253
956	0.1104113577
957	0.1103394035
958	0.1102872032
959	0.1101949868
960	0.1100648138
961	0.1098882738
962	0.109825365
963	0.1097833465
964	0.109610603
965	0.1094674487
966	0.1094065249
967	0.1092003343
968	0.1090394282
969	0.1088528753
970	0.108715972
971	0.1085192753
972	0.1083937803
973	0.108300357
974	0.1082202034
975	0.1081852456
976	0.1081144463
977	0.1079878785
978	0.1078095625
979	0.1077505939
980	0.1076779437
981	0.107666106
982	0.1076271269
983	0.1074708477
984	0.1073965264
985	0.107221774
986	0.1071260872
987	0.1070032456
988	0.1069572123
989	0.1067866247
990	0.1066247389
991	0.1065887591
992	0.1064961514
993	0.1064399944
994	0.1063314684
995	0.1062705501
996	0.1061445355
997	0.1060187658
998	0.1059191057
999	0.105858556
