0,1
1,1
2,1
3,3
4,1
5,1
6,3
7,9
8,1
9,4
10,11
11,1
12,2
13,1
14,1
15,9
16,3
17,5
18,2
19,1
20,1
21,13
22,4
23,1
24,1
25,1
26,5
27,4
28,2
29,17
30,2
31,6
32,3
33,3
34,1
35,11
36,1
37,1
38,10
39,24
40,11
41,2
42,1
43,4
44,3
45,10
46,8
47,2
48,1
49,1
50,1
51,1
52,9
53,1
54,1
55,4
56,1
57,17
58,1
59,3
60,1
61,6
62,1
63,2
64,6
65,1
66,1
67,2
68,5
69,1
70,1
71,1
72,11
73,4
74,1
75,3
76,3
77,2
78,1
79,2
80,3
81,1
82,3
83,1
84,1
85,1
86,5
87,1
88,2
89,3
90,1
91,1
92,1
93,1
94,3
95,13
96,5
97,5
98,1
99,2
100,1
101,1
103,3
104,3
105,4
106,37
107,4
108,1
109,13
110,2
111,9
113,1
114,1
115,1
116,1
117,13
118,5
119,1
120,1
121,1
122,5
123,1
124,4
125,4
126,4
127,3
128,2
129,3
130,6
131,10
132,1
133,23
134,2
135,2
136,6
137,3
138,8
139,18
140,1
141,6
142,12
143,16
144,11
145,8
146,12
147,12
148,5
149,2
150,1
151,1
152,1
153,1
154,2
155,1
156,2
157,2
158,1
159,22
160,1
161,1
162,8
163,7
164,1
165,8
166,1
167,1
168,1
169,1
170,1
171,2
172,1
173,2
174,1
175,1
176,14
177,1
178,10
179,1
180,1
181,3
182,3
183,1
184,2
185,1
186,1
187,1
188,3
189,1
190,12
191,12
192,1
193,2
194,1
195,11
196,10
197,4
198,15
199,2
200,1
201,6
202,12
203,1
204,1
205,2
206,1
207,2
208,2
209,1
210,1
211,1
212,1
213,1
215,1
216,1
217,2
218,1
219,1
220,1
221,1
222,2
223,1
224,1
225,1
226,1
227,1
228,2
229,1
230,1
231,2
232,1
233,1
234,1
235,1
236,2
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,3
245,3
246,2
247,2
248,3
249,1
250,1
251,1
252,1
253,2
254,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
272,1
273,1
274,6
275,6
276,11
277,1
278,2
279,2
280,2
281,1
282,1
283,1
284,5
285,5
286,1
287,13
288,13
289,16
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,7
300,1
301,3
302,5
303,1
304,5
305,4
306,3
307,3
308,4
309,1
310,1
311,11
312,13
313,7
314,1
315,4
316,4
317,2
318,2
319,1
320,1
321,1
322,1
323,1
324,2
325,2
326,1
327,2
328,1
329,1
330,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,2
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,2
356,1
357,2
358,2
359,1
361,1
365,1
367,1
368,3
369,1
370,1
371,1
372,1
374,1
375,1
376,2
377,1
378,1
379,1
380,1
381,1
382,1
383,2
384,1
385,3
386,1
387,6
388,2
389,1
390,5
391,10
392,8
393,11
394,6
395,10
396,1
397,1
398,2
399,1
400,1
401,1
402,1
403,1
404,1
406,1
407,1
408,7
409,8
410,1
411,1
412,1
413,1
414,1
415,1
416,1
419,1
420,1
422,1
423,2
424,1
425,1
426,2
427,2
428,1
429,1
430,1
431,1
432,2
433,1
434,1
435,1
436,1
437,2
438,1
439,1
440,2
441,1
442,2
443,1
444,1
445,1
447,1
448,1
449,2
450,1
451,2
452,3
453,1
454,1
455,1
456,2
457,2
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,6
471,8
472,12
473,1
474,1
475,1
476,16
477,4
478,3
479,2
480,1
481,1
482,2
483,2
484,1
485,8
486,4
487,3
488,6
489,2
490,2
491,2
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,4
505,1
506,2
507,2
508,1
509,1
510,2
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,6
519,1
520,1
521,1
522,1
523,3
524,1
525,1
526,1
527,2
528,2
529,3
530,2
531,1
532,2
533,4
534,5
535,6
536,4
537,4
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,6
548,6
549,3
550,3
551,2
552,2
553,1
554,2
555,1
556,6
557,11
558,5
559,1
560,1
561,4
562,1
563,5
564,1
565,1
566,3
567,1
568,1
569,12
570,1
571,1
572,10
573,2
574,1
575,1
576,2
577,1
578,1
579,1
580,2
581,1
582,2
583,1
584,3
585,4
586,1
587,1
588,2
589,2
590,1
591,1
592,1
593,1
594,3
595,1
596,2
597,7
598,8
599,1
600,3
601,1
602,1
603,1
604,2
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,10
613,3
614,4
615,5
616,4
617,1
618,1
619,2
620,2
621,1
622,3
623,2
624,1
625,1
626,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,2
639,1
640,1
641,2
642,2
643,1
644,3
645,3
646,1
647,1
648,2
649,2
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,4
674,4
675,4
676,2
677,1
678,2
679,2
680,2
681,9
682,4
683,2
684,1
685,1
686,1
687,1
688,1
689,2
690,4
691,2
692,1
693,1
694,1
695,1
696,1
697,2
698,5
699,1
700,7
701,10
702,12
703,10
704,1
705,2
706,3
707,1
708,1
709,5
710,1
711,1
712,2
713,7
714,2
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,2
724,1
725,1
726,1
727,1
728,1
729,3
730,1
731,1
732,1
733,15
734,1
735,2
736,2
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,2
745,1
746,1
747,2
748,1
749,1
750,1
751,1
752,4
753,6
754,6
755,8
756,3
757,1
758,1
759,2
760,2
761,3
762,1
763,2
764,1
765,1
766,1
767,1
768,2
769,2
770,1
771,2
773,3
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,2
785,1
786,2
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,5
797,1
798,1
799,3
800,1
801,5
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,2
811,1
812,2
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,4
823,1
824,1
825,1
826,1
827,1
828,4
829,2
830,2
831,1
832,1
833,1
834,1
