iter	RMSE
278	81.41360445
279	81.40230528
280	81.39402017
281	81.37911418
282	81.37281991
283	81.36040518
284	81.35179609
285	81.33942211
286	81.32875278
287	81.31561529
288	81.30624154
289	81.29576424
290	81.28871886
291	81.28822559
292	81.27524532
293	81.26303756
294	81.25079718
295	81.23854246
296	81.23030313
297	81.21932576
298	81.21148883
299	81.20216074
300	81.19726358
301	81.18675714
302	81.18631854
303	81.18007426
304	81.1631696
305	81.15123025
306	81.14016263
307	81.12989591
308	81.11767269
309	81.10899489
310	81.09927518
311	81.09597879
312	81.08458776
313	81.07775925
314	81.0685437
315	81.0562613
316	81.04874011
317	81.04854771
318	81.03977629
319	81.03192127
320	81.02217595
321	81.01708612
322	81.00629855
323	80.99939231
324	80.98719559
325	80.98094173
326	80.98070022
327	80.97257301
328	80.96357471
329	80.95995631
330	80.95154927
331	80.94400436
332	80.93578613
333	80.9294142
334	80.91597781
335	80.91436308
336	80.90748019
337	80.90172625
338	80.89342402
339	80.87975608
340	80.86607225
341	80.85174928
342	80.8398607
343	80.82630807
344	80.81588902
345	80.81161866
346	80.80179239
347	80.7920314
348	80.78280495
349	80.77278994
350	80.76559545
351	80.75934382
352	80.75177901
353	80.74319687
354	80.73580975
355	80.73212265
356	80.72544724
357	80.71466784
358	80.70692675
359	80.70131217
360	80.6890024
361	80.68004075
362	80.67127107
363	80.66352015
364	80.65524983
365	80.65092854
366	80.6436104
367	80.63600467
368	80.62978192
369	80.62132942
370	80.60341809
371	80.60317359
372	80.59018867
373	80.58139954
374	80.57277409
375	80.56487539
376	80.56457942
377	80.55846413
378	80.54714218
379	80.5458807
380	80.53397846
381	80.52511745
382	80.51290648
383	80.50052061
384	80.49525677
385	80.484041
386	80.47667542
387	80.46872065
388	80.45713235
389	80.44761578
390	80.43899997
391	80.42778822
392	80.42175755
393	80.41398109
394	80.4046153
395	80.39507482
396	80.38450553
397	80.38116862
398	80.37739587
399	80.37129647
400	80.35856032
401	80.35220016
402	80.33901692
403	80.33154018
404	80.32362656
405	80.31275695
406	80.30172404
407	80.29337391
408	80.28356833
409	80.27484332
410	80.26537435
411	80.25974597
412	80.25465222
413	80.23917832
414	80.2284275
415	80.22119249
416	80.212495
417	80.20162066
418	80.19164393
419	80.18221213
420	80.17497772
421	80.16670724
422	80.1582341
423	80.15421872
424	80.14805665
425	80.13478791
426	80.12416621
427	80.11902548
428	80.10922791
429	80.10458356
430	80.09678732
431	80.08597189
432	80.07711353
433	80.06276428
434	80.05733267
435	80.0450752
436	80.0357453
437	80.02241629
438	80.01639024
439	80.00728464
440	80.00305192
441	79.98809746
442	79.98147101
443	79.97101041
444	79.96067929
445	79.95821791
446	79.95144642
447	79.9421637
448	79.93481488
449	79.9253183
450	79.92474889
451	79.91546718
452	79.90563652
453	79.9008863
454	79.89062518
455	79.88392237
456	79.87313591
457	79.86135654
458	79.85389354
459	79.84674414
460	79.83729632
461	79.8282597
462	79.82166709
463	79.81029661
464	79.80974199
465	79.8026985
466	79.79779008
467	79.789273
468	79.77792976
469	79.7717124
470	79.75828035
471	79.75455754
472	79.74601179
473	79.73665628
474	79.72870081
475	79.71912089
476	79.70987761
477	79.70067305
478	79.69447901
479	79.69021909
480	79.67806236
481	79.6738566
482	79.66571978
483	79.65643139
484	79.64715126
485	79.63655332
486	79.6312753
487	79.61981407
488	79.61402658
489	79.60285511
490	79.5947021
491	79.5931026
492	79.59271403
493	79.58598544
494	79.57532026
495	79.56720463
496	79.5581218
497	79.54842843
498	79.54294483
499	79.53754315
500	79.52873695
501	79.5225505
502	79.51410695
503	79.50863683
504	79.49823321
505	79.49447553
506	79.48901185
507	79.48409698
508	79.4787191
509	79.47312108
510	79.46584254
511	79.45769816
512	79.45740049
513	79.45339805
514	79.4466462
515	79.44645992
516	79.43715879
517	79.42778574
518	79.42160669
519	79.41510678
520	79.40059946
521	79.39165022
522	79.3834013
523	79.38230053
524	79.37325262
525	79.36274829
526	79.35455897
527	79.34657393
528	79.33522464
529	79.33274898
530	79.32536827
531	79.31921371
532	79.31190988
533	79.30514041
534	79.30051936
535	79.29628596
536	79.29246964
537	79.29038334
538	79.28061088
539	79.27532797
540	79.26664617
541	79.25609431
542	79.24995827
543	79.24169585
544	79.23364134
545	79.22698658
546	79.22684277
547	79.21874358
548	79.2153335
549	79.20740725
550	79.2046593
551	79.19236493
552	79.1853695
553	79.17921848
554	79.17417398
555	79.17014346
556	79.16221437
557	79.15156391
558	79.14258446
559	79.13731419
560	79.13105691
561	79.12333926
562	79.11298803
563	79.10535712
564	79.09574859
565	79.08776837
566	79.07507454
567	79.06457281
568	79.06210319
569	79.05349445
570	79.04816152
571	79.0406151
572	79.03008302
573	79.02680663
574	79.02023485
575	79.01255948
576	78.99987859
577	78.99257513
578	78.98475808
579	78.9760998
580	78.97012102
581	78.96686109
582	78.95803674
583	78.94829501
584	78.94099528
585	78.93177872
586	78.92771712
587	78.92286397
588	78.91700396
589	78.9092698
590	78.90052916
591	78.89418783
592	78.88357193
593	78.87529607
594	78.87127662
595	78.86529551
596	78.85666692
597	78.85058086
598	78.84055274
599	78.83602209
600	78.82811525
601	78.82145306
602	78.81415778
603	78.80750241
604	78.80166731
605	78.79285958
606	78.7843137
607	78.7725884
608	78.76236008
609	78.75908768
610	78.75304393
611	78.74643993
612	78.74074535
613	78.7312054
614	78.71822352
615	78.70948992
616	78.70125014
617	78.69348569
618	78.68515114
619	78.68222462
620	78.67226134
621	78.66338084
622	78.65684695
623	78.64916064
624	78.64270696
625	78.63609955
626	78.62906235
627	78.61859903
628	78.61437124
629	78.60614793
630	78.60536119
631	78.5999075
632	78.59251362
633	78.58471994
634	78.57888576
635	78.57188281
636	78.56376846
637	78.56118931
638	78.55258764
639	78.54252265
640	78.53839814
641	78.52927526
642	78.51408568
643	78.5091599
644	78.49921894
645	78.49135504
646	78.48467176
647	78.47536621
648	78.46728738
649	78.46328357
650	78.45129688
651	78.44426289
652	78.43683604
653	78.4248996
654	78.41812688
655	78.41180194
656	78.40630437
657	78.39955318
658	78.38679131
659	78.37654525
660	78.37128014
661	78.36688323
662	78.35874239
663	78.35062179
664	78.34400089
665	78.3389324
666	78.32945969
667	78.32894271
668	78.32287054
669	78.31151584
670	78.30594485
671	78.29969209
672	78.29268851
673	78.2838355
674	78.27894892
675	78.27050245
676	78.26291892
677	78.25877495
678	78.25064822
679	78.24356377
680	78.23840606
681	78.22880846
682	78.21945793
683	78.21097525
684	78.20666417
685	78.19691231
686	78.19017987
687	78.18182182
688	78.17606697
689	78.16565328
690	78.15807017
691	78.15171531
692	78.14286261
693	78.13547388
694	78.13307034
695	78.12454041
696	78.12082381
697	78.11329935
698	78.10883746
699	78.10432271
700	78.09293302
701	78.08449823
702	78.07726726
703	78.07435141
704	78.06713224
705	78.06105961
706	78.05041746
707	78.04530787
708	78.04044658
709	78.03547219
710	78.02772676
711	78.02024306
712	78.01274629
713	78.00759034
714	77.99869404
715	77.99626403
716	77.99437831
717	77.98741924
718	77.98096313
719	77.97596803
720	77.9684144
721	77.96371799
722	77.96008642
723	77.95274975
724	77.94541033
725	77.93764423
726	77.93024554
727	77.92795647
728	77.92001289
729	77.91015929
730	77.90580005
731	77.89945767
732	77.89096776
733	77.88238416
734	77.88188969
735	77.88181768
736	77.87713405
737	77.86792639
738	77.85996351
739	77.8513544
740	77.84366316
741	77.83767224
742	77.82963801
743	77.82144985
744	77.81504965
745	77.80944567
746	77.8076196
747	77.80161895
748	77.79292996
749	77.78454908
750	77.77612506
751	77.77013275
752	77.76394431
753	77.75619619
754	77.75583252
755	77.75004628
756	77.73736489
757	77.73123628
758	77.71866435
759	77.70957869
760	77.7044962
761	77.69864389
762	77.6954705
763	77.69006751
764	77.68379529
765	77.67711235
766	77.67006547
767	77.66141594
768	77.65219898
769	77.64773767
770	77.64223197
771	77.63609215
772	77.6326461
773	77.62378565
774	77.61770133
775	77.61143144
776	77.604293
777	77.59934814
778	77.58910282
779	77.58145987
780	77.57221436
781	77.56652956
782	77.55559385
783	77.55199893
784	77.54668675
785	77.53857337
786	77.53273853
787	77.52401536
788	77.51605497
789	77.51348293
790	77.50678759
791	77.49728103
792	77.48877033
793	77.4801934
794	77.47551621
795	77.46942631
796	77.46091692
797	77.45130824
798	77.44286731
799	77.43592291
800	77.43175004
801	77.4240193
802	77.42001542
803	77.41358834
804	77.40391618
805	77.39559418
806	77.39345983
807	77.38885358
808	77.38069991
809	77.37818715
810	77.3733
811	77.36563884
812	77.36161489
813	77.35472636
814	77.34558795
815	77.33810429
816	77.33332313
817	77.32116544
818	77.31271494
819	77.30385321
820	77.30352072
821	77.29930804
822	77.29534499
823	77.29102305
824	77.28407829
825	77.2793151
826	77.27423235
827	77.27416626
828	77.2714441
829	77.26417601
830	77.25870798
831	77.24909734
832	77.24292661
833	77.23730677
834	77.23592246
835	77.23151613
836	77.22689177
837	77.21767684
838	77.21314439
839	77.20996371
840	77.20074777
841	77.19421411
842	77.18752229
843	77.18216748
844	77.17679306
845	77.17282404
846	77.16752542
847	77.15930772
848	77.15005769
849	77.14358525
850	77.13581721
851	77.12738359
852	77.12185413
853	77.11285338
854	77.10535158
855	77.09523644
856	77.08754423
857	77.08015153
858	77.0745548
859	77.07075441
860	77.06681249
861	77.0569302
862	77.04887536
863	77.04806699
864	77.04007138
865	77.03671191
866	77.02974911
867	77.02124263
868	77.01308838
869	77.00494102
870	76.99854437
871	76.99183964
872	76.98577864
873	76.98059882
874	76.97346496
875	76.96675469
876	76.96075789
877	76.9535714
878	76.95063885
879	76.94309902
880	76.9362052
881	76.93277238
882	76.92751671
883	76.92558015
884	76.91944316
885	76.91194377
886	76.90886916
887	76.89898813
888	76.8969133
889	76.88956982
890	76.88046234
891	76.87729024
892	76.87198026
893	76.86818574
894	76.86110552
895	76.85488549
896	76.84626163
897	76.83797566
898	76.83190651
899	76.82728553
900	76.81980114
901	76.8107396
902	76.80268634
903	76.79355926
904	76.78294122
905	76.77656432
906	76.77255411
907	76.76642439
908	76.762074
909	76.75385766
910	76.74315565
911	76.73801806
912	76.73095526
913	76.73002265
914	76.72144041
915	76.71817269
916	76.71487449
917	76.71238267
918	76.7056618
919	76.69895635
920	76.69326203
921	76.68630289
922	76.6790993
923	76.67488975
924	76.67479758
925	76.66681982
926	76.66234375
927	76.65948757
928	76.65743512
929	76.64712283
930	76.64301251
931	76.63696363
932	76.63282278
933	76.62587064
934	76.61844183
935	76.61251068
936	76.60924671
937	76.60039192
938	76.58937411
939	76.58069711
940	76.57372721
941	76.57062243
942	76.56641432
943	76.56027918
944	76.5568848
945	76.55107205
946	76.54675695
947	76.53869942
948	76.53421182
949	76.52873835
950	76.52279962
951	76.52125078
952	76.5148556
953	76.50852145
954	76.50457213
955	76.49842396
956	76.48727533
957	76.47896461
958	76.47469034
959	76.47021292
960	76.46294547
961	76.45539056
962	76.45043624
963	76.44856332
964	76.44444845
965	76.43959144
966	76.43948219
967	76.43270281
968	76.42666883
969	76.42315411
970	76.41819005
971	76.41188727
972	76.4047204
973	76.3974434
974	76.39391913
975	76.3848268
976	76.37927473
977	76.37334108
978	76.36859109
979	76.36643008
980	76.35974866
981	76.35395635
982	76.35079108
983	76.3455702
984	76.33739713
985	76.32707307
986	76.32154815
987	76.3159403
988	76.31153641
989	76.30407701
990	76.29758001
991	76.29303074
992	76.290434
993	76.28763261
994	76.28156501
995	76.27505133
996	76.26713687
997	76.25924425
998	76.25479415
999	76.25042557
