iter	Passed	Remaining
313	2562	5597
314	2570	5588
315	2576	5577
316	2586	5571
317	2596	5568
318	2603	5558
319	2610	5546
320	2619	5540
321	2628	5533
322	2635	5523
323	2642	5513
324	2648	5501
325	2655	5489
326	2662	5478
327	2669	5468
328	2686	5478
329	2692	5465
330	2698	5454
331	2703	5440
332	2709	5426
333	2716	5416
334	2723	5406
335	2731	5396
336	2736	5383
337	2746	5378
338	2756	5374
339	2764	5365
340	2773	5359
341	2782	5353
342	2789	5342
343	2796	5332
344	2803	5322
345	2810	5311
346	2828	5322
347	2838	5317
348	2848	5313
349	2863	5317
350	2873	5312
351	2883	5308
352	2895	5306
353	2902	5296
354	2913	5294
355	2922	5286
356	2932	5280
357	2939	5271
358	2948	5264
359	2954	5253
360	2964	5247
361	2976	5246
362	2987	5241
363	2996	5235
364	3017	5249
365	3033	5255
366	3045	5252
367	3065	5265
368	3074	5257
369	3086	5256
370	3094	5245
371	3104	5240
372	3115	5237
373	3126	5233
374	3134	5224
375	3142	5214
376	3157	5218
377	3164	5207
378	3171	5196
379	3183	5193
380	3193	5188
381	3203	5181
382	3213	5176
383	3221	5168
384	3230	5160
385	3237	5149
386	3244	5138
387	3250	5127
388	3256	5115
389	3262	5102
390	3268	5090
391	3274	5078
392	3280	5066
393	3285	5053
394	3291	5041
395	3297	5029
396	3302	5016
397	3307	5002
398	3315	4994
399	3327	4990
400	3336	4983
401	3342	4972
402	3349	4961
403	3355	4950
404	3361	4938
405	3368	4928
406	3373	4915
407	3379	4904
408	3385	4892
409	3391	4880
410	3401	4874
411	3412	4869
412	3422	4864
413	3435	4863
414	3445	4856
415	3454	4849
416	3462	4841
417	3469	4831
418	3475	4819
419	3481	4807
420	3488	4797
421	3495	4787
422	3504	4780
423	3515	4775
424	3524	4767
425	3531	4758
426	3538	4749
427	3545	4738
428	3551	4727
429	3558	4716
430	3564	4705
431	3570	4695
432	3576	4683
433	3584	4674
434	3591	4664
435	3601	4658
436	3609	4650
437	3618	4642
438	3627	4635
439	3633	4624
440	3641	4616
441	3647	4604
442	3654	4595
443	3660	4583
444	3666	4572
445	3672	4562
446	3679	4551
447	3685	4541
448	3695	4535
449	3704	4527
450	3713	4519
451	3720	4510
452	3729	4503
453	3738	4496
454	3746	4487
455	3752	4476
456	3759	4466
457	3765	4455
458	3774	4448
459	3783	4440
460	3793	4435
461	3801	4426
462	3809	4418
463	3815	4407
464	3821	4396
465	3827	4385
466	3832	4374
467	3843	4368
468	3852	4361
469	3859	4351
470	3866	4342
471	3875	4335
472	3886	4330
473	3894	4321
474	3903	4314
475	3909	4303
476	3915	4292
477	3920	4281
478	3928	4272
479	3937	4265
480	3945	4257
481	3953	4248
482	3960	4238
483	3980	4243
484	3987	4234
485	3995	4225
486	4001	4214
487	4007	4204
488	4013	4194
489	4018	4182
490	4026	4173
491	4033	4164
492	4039	4154
493	4048	4147
494	4059	4141
495	4067	4132
496	4075	4125
497	4082	4115
498	4096	4112
499	4104	4104
500	4112	4095
501	4119	4086
502	4125	4076
503	4131	4065
504	4137	4055
505	4143	4045
506	4149	4034
507	4154	4023
508	4159	4012
509	4167	4004
510	4173	3994
511	4179	3983
512	4185	3973
513	4193	3964
514	4199	3954
515	4205	3944
516	4211	3934
517	4221	3928
518	4227	3917
519	4233	3908
520	4239	3898
521	4245	3887
522	4251	3877
523	4259	3869
524	4265	3859
525	4272	3849
526	4278	3840
527	4289	3834
528	4297	3826
529	4305	3818
530	4311	3808
531	4319	3799
532	4326	3790
533	4332	3780
534	4339	3772
535	4346	3762
536	4357	3757
537	4366	3749
538	4374	3741
539	4381	3732
540	4388	3723
541	4394	3713
542	4400	3703
543	4407	3694
544	4414	3685
545	4421	3676
546	4427	3666
547	4434	3657
548	4440	3648
549	4449	3640
550	4455	3630
551	4461	3621
552	4468	3611
553	4476	3603
554	4487	3597
555	4495	3590
556	4502	3581
557	4509	3571
558	4515	3562
559	4522	3553
560	4531	3546
561	4544	3542
562	4552	3533
563	4559	3524
564	4568	3516
565	4580	3512
566	4590	3505
567	4598	3497
568	4611	3492
569	4620	3485
570	4628	3477
571	4639	3471
572	4648	3463
573	4656	3455
574	4662	3446
575	4668	3436
576	4675	3427
577	4681	3418
578	4687	3408
579	4694	3399
580	4699	3389
581	4706	3380
582	4714	3371
583	4722	3364
584	4732	3357
585	4742	3350
586	4748	3341
587	4756	3332
588	4762	3323
589	4769	3314
590	4775	3304
591	4781	3295
592	4788	3286
593	4794	3277
594	4800	3267
595	4807	3258
596	4813	3249
597	4820	3240
598	4827	3231
599	4833	3222
600	4839	3212
601	4846	3204
602	4852	3194
603	4859	3185
604	4867	3178
605	4880	3172
606	4887	3164
607	4894	3155
608	4903	3148
609	4913	3141
610	4923	3134
611	4940	3132
612	4948	3124
613	4956	3116
614	4963	3107
615	4969	3097
616	4975	3088
617	4982	3079
618	4991	3072
619	5001	3065
620	5009	3057
621	5017	3048
622	5025	3041
623	5034	3033
624	5042	3025
625	5055	3020
626	5062	3011
627	5068	3002
628	5075	2993
629	5082	2985
630	5088	2975
631	5098	2968
632	5108	2961
633	5117	2954
634	5125	2946
635	5138	2940
636	5148	2933
637	5156	2925
638	5166	2919
639	5176	2911
640	5186	2904
641	5197	2898
642	5206	2890
643	5217	2883
644	5226	2876
645	5241	2872
646	5252	2865
647	5265	2860
648	5272	2851
649	5280	2843
650	5287	2834
651	5296	2827
652	5314	2823
653	5324	2816
654	5331	2807
655	5338	2799
656	5344	2789
657	5349	2780
658	5355	2771
659	5362	2762
660	5367	2752
661	5374	2744
662	5381	2735
663	5390	2727
664	5396	2718
665	5404	2710
666	5410	2701
667	5416	2692
668	5422	2683
669	5429	2674
670	5436	2665
671	5443	2657
672	5449	2647
673	5456	2639
674	5462	2630
675	5471	2622
676	5480	2614
677	5490	2607
678	5501	2600
679	5507	2591
680	5514	2583
681	5521	2574
682	5531	2567
683	5538	2558
684	5546	2550
685	5554	2542
686	5562	2534
687	5570	2526
688	5578	2517
689	5594	2513
690	5602	2505
691	5613	2498
692	5621	2490
693	5631	2482
694	5638	2474
695	5645	2465
696	5653	2457
697	5660	2449
698	5669	2441
699	5675	2432
700	5682	2423
701	5690	2415
702	5697	2407
703	5710	2401
704	5717	2392
705	5732	2387
706	5740	2379
707	5748	2370
708	5756	2362
709	5763	2354
710	5770	2345
711	5778	2337
712	5785	2328
713	5794	2321
714	5802	2312
715	5810	2304
716	5822	2298
717	5829	2289
718	5836	2281
719	5844	2272
720	5852	2264
721	5858	2255
722	5867	2247
723	5874	2239
724	5884	2231
725	5893	2224
726	5900	2215
727	5907	2207
728	5916	2199
729	5924	2191
730	5930	2182
731	5936	2173
732	5944	2165
733	5952	2157
734	5959	2148
735	5969	2141
736	5979	2133
737	5987	2125
738	5996	2117
739	6003	2109
740	6015	2102
741	6023	2094
742	6030	2086
743	6037	2077
744	6045	2069
745	6052	2060
746	6058	2051
747	6065	2043
748	6074	2035
749	6084	2028
750	6090	2019
751	6097	2010
752	6106	2003
753	6118	1996
754	6125	1987
755	6132	1979
756	6139	1970
757	6152	1964
758	6160	1956
759	6168	1947
760	6179	1940
761	6192	1934
762	6202	1926
763	6213	1919
764	6221	1911
765	6233	1904
766	6241	1896
767	6259	1890
768	6267	1882
769	6276	1874
770	6284	1866
771	6297	1860
772	6305	1851
773	6312	1843
774	6319	1834
775	6325	1825
776	6334	1818
777	6342	1809
778	6351	1802
779	6359	1793
780	6365	1785
781	6372	1776
782	6379	1768
783	6386	1759
784	6394	1751
785	6406	1744
786	6416	1736
787	6423	1728
788	6430	1719
789	6436	1710
790	6443	1702
791	6453	1694
792	6463	1687
793	6472	1679
794	6480	1671
795	6488	1662
796	6495	1654
797	6503	1646
798	6509	1637
799	6518	1629
800	6525	1621
801	6531	1612
802	6539	1604
803	6548	1596
804	6555	1587
805	6563	1579
806	6577	1573
807	6585	1564
808	6596	1557
809	6604	1549
810	6614	1541
811	6621	1533
812	6628	1524
813	6635	1516
814	6648	1509
815	6663	1502
816	6674	1495
817	6692	1489
818	6701	1481
819	6710	1472
820	6716	1464
821	6724	1456
822	6731	1447
823	6737	1439
824	6744	1430
825	6751	1422
826	6758	1413
827	6767	1405
828	6775	1397
829	6783	1389
830	6790	1380
831	6798	1372
832	6806	1364
833	6815	1356
834	6826	1348
835	6838	1341
836	6846	1333
837	6852	1324
838	6860	1316
839	6868	1308
840	6874	1299
841	6881	1291
842	6889	1283
843	6895	1274
844	6904	1266
845	6913	1258
846	6923	1250
847	6933	1242
848	6941	1234
849	6950	1226
850	6958	1218
851	6969	1210
852	6977	1202
853	6985	1194
854	6993	1186
855	7002	1177
856	7008	1169
857	7014	1160
858	7021	1152
859	7027	1144
860	7036	1136
861	7044	1127
862	7053	1119
863	7067	1112
864	7075	1104
865	7081	1095
866	7088	1087
867	7096	1079
868	7103	1070
869	7114	1063
870	7123	1055
871	7135	1047
872	7154	1040
873	7163	1032
874	7169	1024
875	7178	1016
876	7189	1008
877	7200	1000
878	7210	992
879	7222	984
880	7229	976
881	7236	968
882	7245	959
883	7253	951
884	7262	943
885	7268	935
886	7275	926
887	7285	918
888	7293	910
889	7301	902
890	7309	894
891	7316	885
892	7324	877
893	7333	869
894	7346	861
895	7356	853
896	7364	845
897	7371	837
898	7386	829
899	7395	821
900	7406	813
901	7414	805
902	7421	797
903	7428	788
904	7436	780
905	7449	772
906	7456	764
907	7463	756
908	7469	747
909	7476	739
910	7492	732
911	7502	723
912	7512	715
913	7525	708
914	7537	700
915	7544	691
916	7552	683
917	7565	675
918	7575	667
919	7583	659
920	7596	651
921	7607	643
922	7617	635
923	7629	627
924	7637	619
925	7644	610
926	7649	602
927	7655	593
928	7662	585
929	7668	577
930	7674	568
931	7680	560
932	7686	551
933	7694	543
934	7700	535
935	7707	526
936	7714	518
937	7725	510
938	7733	502
939	7738	493
940	7745	485
941	7754	477
942	7764	469
943	7773	461
944	7780	452
945	7791	444
946	7797	436
947	7804	428
948	7810	419
949	7815	411
950	7825	403
951	7831	394
952	7839	386
953	7845	378
954	7853	370
955	7859	361
956	7865	353
957	7871	345
958	7878	336
959	7888	328
960	7896	320
961	7902	312
962	7909	303
963	7923	295
964	7929	287
965	7938	279
966	7944	271
967	7952	262
968	7957	254
969	7965	246
970	7971	238
971	7978	229
972	7987	221
973	7994	213
974	8004	205
975	8013	197
976	8025	188
977	8036	180
978	8046	172
979	8057	164
980	8064	156
981	8073	147
982	8080	139
983	8087	131
984	8093	123
985	8099	115
986	8108	106
987	8114	98
988	8120	90
989	8127	82
990	8133	73
991	8141	65
992	8147	57
993	8153	49
994	8159	41
995	8166	32
996	8174	24
997	8180	16
998	8187	8
999	8194	0
